Application No.,Scheme,TAC,TAC UEN,Event Title,Reco Title,Reco Subtitle,Reco Description,Reco Link,Capability Area,Sub Capability,Old Industry,Industry,Sub Industry,Markets,City,Region,Year of Event,Event Start Date,Event End Date,Cluster Division
TF23/ASME/00001,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,PROPAK ASIA 2023,PROPAK ASIA 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Packaging,Precision Engineering,Manufacturing (Others),Thailand,Bangkok,Asia,2023,14/6/2023,17/6/2023,Enterprise Services
TF23/SFMA/00002,LEAD Trade Fair,SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,S66SS0053K,THE SAUDI FOOD SHOW,THE SAUDI FOOD SHOW,LEAD Trade Fair by SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Food & Beverage,Food Services,Food Services,Saudi Arabia,Riyadh,Middle East,2023,20/6/2023,22/6/2023,Food Manufacturing
TF23/SIAA/00001,LEAD Trade Fair,SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),S82SS0071C,PHILMARINE 2023,PHILMARINE 2024,LEAD Trade Fair by SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Maritimes- Ports,Sea Transport,Sea Transport,Philippines,Manila,Asia,2023,20/6/2023,22/6/2023,Advanced Manufacturing
TF22/SAMTA/00003,LEAD Trade Fair,SINGAPORE ADVANCED MANUFACTURING TECHNOLOGY ASSOCIATION,T06SS0272C,MANUFACTURING EXPO 2023,MANUFACTURING EXPO 2024,LEAD Trade Fair by SINGAPORE ADVANCED MANUFACTURING TECHNOLOGY ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Manufacturing,Precision Engineering,Manufacturing (Others),Thailand,Bangkok,Asia,2023,21/6/2023,24/6/2023,Advanced Manufacturing
TF23/AEIS/00001,LEAD Trade Fair,ASSOCIATION OF ELECTRONIC INDUSTRIES IN SINGAPORE (A.E.I.S.),S73SS0048F,NEPCON THAILAND,NEPCON THAILAND,LEAD Trade Fair by ASSOCIATION OF ELECTRONIC INDUSTRIES IN SINGAPORE (A.E.I.S.),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Electronic Components,Electronics,Electronics,Thailand,Bangkok,Asia,2023,21/6/2023,24/6/2023,[----Select----]
TF23/SIAA/00002,LEAD Trade Fair,SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),S82SS0071C,VIMF - VIETNAM INDUSTRIAL & MANUFACTURING FAIR - (BINH DUONG) 2023,VIMF - VIETNAM INDUSTRIAL & MANUFACTURING FAIR - (BINH DUONG) 2024,LEAD Trade Fair by SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Manufacturing,Precision Engineering,Manufacturing (Others),Vietnam,Binh Duong,Asia,2023,21/6/2023,23/6/2023,Advanced Manufacturing
TF23/ASME/00002,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,AUTOMECHANIKA HO CHI MINH CITY 2023,AUTOMECHANIKA HO CHI MINH CITY 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Automotive,Land Transport,Land Transport,Vietnam,Ho Chi Minh City,Asia,2023,23/6/2023,25/6/2023,Enterprise Services
TF23/SFMA/00005,LEAD Trade Fair,SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,S66SS0053K,SUMMER FANCY FOOD 2023,SUMMER FANCY FOOD 2024,LEAD Trade Fair by SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Food & Beverage,Food Services,Food Services,United States,New York,America,2023,25/6/2023,27/6/2023,Food Manufacturing
TF23/AVLIAS/00001,LEAD Trade Fair,PRO AUDIOVISUAL AND LIGHTING INTEGRATION ASSOCIATION OF SINGAPORE,T18SS0077C,PRO INTEGRATION FUTURE ASIA 2023,PRO INTEGRATION FUTURE ASIA 2024,LEAD Trade Fair by PRO AUDIOVISUAL AND LIGHTING INTEGRATION ASSOCIATION OF SINGAPORE,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Computer Components / Peripherals,Electronics,Electronics,Singapore,Singapore,Asia,2023,26/6/2023,28/6/2023,
TF23/ASME/00003,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,SEMICON CHINA 2023,SEMICON CHINA 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Electronic & Precision Engineering Services,Precision Engineering,Mfg in Semiconductors,China,Shanghai,Asia,2023,29/6/2023,1/7/2023,Enterprise Services
TF22/SPETA/00005,LEAD Trade Fair,SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,S83SS0018E,MEDICAL DESIGN & MANUFACTURING (MD&M) WEST 2023,MEDICAL DESIGN & MANUFACTURING (MD&M) WEST 2024,LEAD Trade Fair by SINGAPORE PRECISION ENGINEERING AND TECHNOLOGY ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Manufacturing,Precision Engineering,Manufacturing (Others),United States,"Anaheim, CA",America,2023,2/7/2023,9/2/2023,Advanced Manufacturing
TF23/SFMA/00003,LEAD Trade Fair,SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,S66SS0053K,FOODEX JAPAN 2023,FOODEX JAPAN 2024,LEAD Trade Fair by SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Food & Beverage,Food Services,Food Services,Japan,Tokyro,Asia,2023,3/7/2023,10/3/2023,Food Manufacturing
TF23/SGTech/00002,LEAD Trade Fair,SGTECH,S82SS0054C,TECHXLR8 ASIA 2023,TECHXLR8 ASIA 2024,LEAD Trade Fair by SGTECH,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Information Technology Services,ICT & Media,Consumer Platforms,Singapore,Singapore,Asia,2023,6/7/2023,9/6/2023,"Info-Comm, Media"
TF23/ASME/00007,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,COMMUNICASIA 2023,COMMUNICASIA 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Information Technology Services,ICT & Media,Enterprise Technology,Singapore,Singapore,Asia,2023,6/7/2023,9/6/2023,Enterprise Services
TF23/ASME/00006,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,BROADCASTASIA 2023,BROADCASTASIA 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Information Technology Services,ICT & Media,Enterprise Technology,Singapore,Singapore,Asia,2023,6/7/2023,9/6/2023,Enterprise Services
TF23/ASME/00008,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,KIND + JUGEND 2023,KIND + JUGEND 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",other,Retail,Retail (Others),Germany,Cologne,Europe,2023,9/7/2023,9/9/2023,
TF23/SIAA/00008,LEAD Trade Fair,SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),S82SS0071C,AI ASIA EXPO - PHILIPPINES 2023,AI ASIA EXPO - PHILIPPINES 2024,LEAD Trade Fair by SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Emergent Technologies,ICT & Media,Consumer Platforms,Philippines,Manila,Asia,2023,11/7/2023,9/11/2023,Advanced Manufacturing
TF23/SJA/00002,LEAD Trade Fair,SINGAPORE JEWELLERS ASSOCIATION,S84SS0039E,SINGAPORE INTERNATIONAL JEWELRY EXPO 2023,SINGAPORE INTERNATIONAL JEWELRY EXPO 2024,LEAD Trade Fair by SINGAPORE JEWELLERS ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Jewellery,Retail,Retail (Others),Singapore,SINGAPORE,Asia,2023,13/7/2023,16/7/2023,Retail & Design
TF23/SJA/00001,LEAD Trade Fair,SINGAPORE JEWELLERS ASSOCIATION,S84SS0039E,SINGAPORE INTERNATIONAL JEWELRY EXPO 2023,SINGAPORE INTERNATIONAL JEWELRY EXPO 2024,LEAD Trade Fair by SINGAPORE JEWELLERS ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Jewellery,Retail,Retail (Others),Singapore,SINGAPORE,Asia,2023,13/7/2023,16/7/2023,Retail & Design
TF23/ASME/00004,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,SECUTECH VIETNAM 2023,SECUTECH VIETNAM 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",other,Other,Other,Vietnam,Hanoi,Asia,2023,19/7/2023,21/7/2023,Enterprise Services
TF23/ASME/00005,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,PLASTIC & RUBBER VIETNAM 2023,PLASTIC & RUBBER VIETNAM 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Plastics & Rubber,Precision Engineering,"Mfg in Paper, Rubber, Plastic Products and Printing",Vietnam,Hanoi,Asia,2023,25/7/2023,27/7/2023,Enterprise Services
TF22/SFIC/00003,LEAD Trade Fair,SINGAPORE FURNITURE INDUSTRIES COUNCIL,S86SS0005E,"ARCHIDEX - THE 22ND INTERNATIONAL ARCHITECTURE, INTERIOR DESIGN & BUILDING EXHIBITION 2023, MALAYSIA","ARCHIDEX - THE 22ND INTERNATIONAL ARCHITECTURE, INTERIOR DESIGN & BUILDING EXHIBITION 2023, MALAYSIA",LEAD Trade Fair by SINGAPORE FURNITURE INDUSTRIES COUNCIL,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Furniture & Furnishings,Retail,Retail (Others),Malaysia,Kuala Lumpur,Asia,2023,26/7/2023,29/7/2023,Retail & Design
TF22/SJA/00004,LEAD Trade Fair,SINGAPORE JEWELLERS ASSOCIATION,S84SS0039E,51ST MIDDLE EAST WATCH & JEWELLERY SHOE 2023,51ST MIDDLE EAST WATCH & JEWELLERY SHOE 2024,LEAD Trade Fair by SINGAPORE JEWELLERS ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Jewellery,Retail,"Fashion, Jewellery, Watches",United Arab Emirates,Shajah,Middle East,2023,3/8/2023,12/3/2023,Retail & Design
TF23/SFMA/00007,LEAD Trade Fair,SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,S66SS0053K,FOOD & HOTEL CHINA 2023,FOOD & HOTEL CHINA 2024,LEAD Trade Fair by SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Food & Beverage,Food Services,Food Services,China,Shanghai,Asia,2023,11/8/2023,10/11/2023,Food Manufacturing
TF23/SIAA/00006,LEAD Trade Fair,SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),S82SS0071C,VIETNAM INDUSTRIAL AUTOMATION FIESTA (VIAF)- (BAC NINH) 2023,VIETNAM INDUSTRIAL AUTOMATION FIESTA (VIAF)- (BAC NINH) 2024,LEAD Trade Fair by SINGAPORE INDUSTRIAL AUTOMATION ASSOCIATION (SIAA),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Manufacturing,Precision Engineering,Manufacturing (Others),Vietnam,Bac Ninh,Asia,2023,11/8/2023,10/11/2023,Advanced Manufacturing
TF23/ASME/00018,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,PROPAK VIETNAM 2023,PROPAK VIETNAM 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Packaging,Precision Engineering,Manufacturing (Others),Vietnam,Ho Chi Minh City,Asia,2023,11/8/2023,10/11/2023,Enterprise Services
TF23/AEIS/00006,LEAD Trade Fair,ASSOCIATION OF ELECTRONIC INDUSTRIES IN SINGAPORE (A.E.I.S.),S73SS0048F,NEPCON ASIA 2023,NEPCON ASIA 2024,LEAD Trade Fair by ASSOCIATION OF ELECTRONIC INDUSTRIES IN SINGAPORE (A.E.I.S.),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Electronic & Precision Engineering Services,Precision Engineering,Manufacturing (Others),China,Shenzhen,Asia,2023,16/8/2023,18/8/2023,[----Select----]
TF23/FLAS/00001,LEAD Trade Fair,FRANCHISING AND LICENSING ASSOCIATION (SINGAPORE),S93SS0131D,FRANCHISING & LICENSING ASIA 2023,FRANCHISING & LICENSING ASIA 2024,LEAD Trade Fair by FRANCHISING AND LICENSING ASSOCIATION (SINGAPORE),"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Franchising,ALL,ALL,Singapore,Singapore,Asia,2023,17/8/2023,19/8/2023,
TF23/SAMTA/00001,LEAD Trade Fair,SINGAPORE ADVANCED MANUFACTURING TECHNOLOGY ASSOCIATION,T06SS0272C,VME 2023 (VIETNAM MANUFACTURING EXPO),VME 2023 (VIETNAM MANUFACTURING EXPO),LEAD Trade Fair by SINGAPORE ADVANCED MANUFACTURING TECHNOLOGY ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Manufacturing,Precision Engineering,Manufacturing (Others),Vietnam,Hanoi,Asia,2023,8/9/2023,11/8/2023,Advanced Manufacturing
TF23/STAS/00001,LEAD Trade Fair,SPECIALISTS TRADE ALLIANCE OF SINGAPORE,T05SS0223B,PHILCONSTRUCT MANILA 2023,PHILCONSTRUCT MANILA 2024,LEAD Trade Fair by SPECIALISTS TRADE ALLIANCE OF SINGAPORE,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Building & Construction,Built Environment,Built Environment,Philippines,Manila,Asia,2023,11/9/2023,12/11/2023,Urban Solutions & Infrastructure Svcs
TF23/ASMI/00004,LEAD Trade Fair,ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,S68SS0036J,OIL & GAS ASIA 2023,OIL & GAS ASIA 2024,LEAD Trade Fair by ASSOCIATION OF SINGAPORE MARINE INDUSTRIES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Oil & Gas,Energy & Chemicals,Energy & Chemicals,Malaysia,Kuala Lumpur,Asia,2023,13/9/2023,15/9/2023,"Marine & Offshore, Energy & Chemicals"
TF23/ASME/00010,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,MEDICAL FAIR THAILAND 2023,MEDICAL FAIR THAILAND 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Medical & Healthcare,Healthcare & Biomedical,Healthcare & Biomedical,Thailand,Bangkok,Asia,2023,13/9/2023,15/9/2023,Enterprise Services
TF23/ASME/00009,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,CONSTRUCTION & TRUCK INDONESIA 2023,CONSTRUCTION & TRUCK INDONESIA 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Construction & Engineering,Wholesale Trade,Wholesale Trade,Indonesia,Jakarta,Asia,2023,13/9/2023,16/9/2023,Enterprise Services
TF23/SWA/00005,LEAD Trade Fair,SINGAPORE WATER ASSOCIATION,T04SS0071D,WATER INDONESIA 2023,WATER INDONESIA 2024,LEAD Trade Fair by SINGAPORE WATER ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Water treatment,Urban Solutions,Urban Solutions,Indonesia,Jakarta,Asia,2023,13/9/2023,16/9/2023,Urban Solutions & Infrastructure Svcs
TF23/SFMA/00006,LEAD Trade Fair,SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,S66SS0053K,CAMFOOD 2023,CAMFOOD 2024,LEAD Trade Fair by SINGAPORE FOOD MANUFACTURERS' ASSOCIATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Food & Beverage,Food Services,Food Services,Cambodia,Phnom Penh,Asia,2023,14/9/2023,16/9/2023,Food Manufacturing
TF23/SMF/00001,LEAD Trade Fair,SINGAPORE MANUFACTURING FEDERATION,S85SS0080E,SMART NATION EXPO 2023,SMART NATION EXPO 2024,LEAD Trade Fair by SINGAPORE MANUFACTURING FEDERATION,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",Information Technology Services,ICT & Media,Consumer Platforms,Malaysia,Kuala Lumpur,Asia,2023,19/9/2023,21/9/2023,
TF23/ASME/00011,LEAD Trade Fair,ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,S86SS0026L,RHVAC ICBT INDONESIA 2023,RHVAC ICBT INDONESIA 2024,LEAD Trade Fair by ASSOCIATION OF SMALL & MEDIUM ENTERPRISES,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut.",https://www.google.com,Internationalisation,"Expand Network, Publicity, Business Development",other,Energy & Chemicals,Energy & Chemicals,Indonesia,Jakarta,Asia,2023,20/9/2023,22/9/2023,Enterprise Services
